file_path,label
train_augumented/aug_img_145.png,3
train_augumented/aug_img_112.png,3
train_augumented/aug_img_199.png,3
train_augumented/aug_img_254.png,3
train_augumented/aug_img_127.png,3
train_augumented/aug_img_046.png,3
train_augumented/aug_img_100.png,3
train_augumented/aug_img_143.png,3
train_augumented/aug_img_149.png,3
train_augumented/aug_img_202.png,3
train_augumented/aug_img_051.png,3
train_augumented/aug_img_289.png,3
train_augumented/aug_img_054.png,3
train_augumented/aug_img_125.png,3
train_augumented/aug_img_089.png,3
train_augumented/aug_img_257.png,3
train_augumented/aug_img_211.png,3
train_augumented/aug_img_123.png,3
train_augumented/aug_img_267.png,3
train_augumented/aug_img_025.png,3
train_augumented/aug_img_152.png,3
train_augumented/aug_img_071.png,3
train_augumented/aug_img_096.png,3
train_augumented/aug_img_290.png,3
train_augumented/aug_img_304.png,3
train_augumented/aug_img_085.png,3
train_augumented/aug_img_308.png,3
train_augumented/aug_img_023.png,3
train_augumented/aug_img_222.png,3
train_augumented/aug_img_048.png,3
train_augumented/aug_img_173.png,3
train_augumented/aug_img_198.png,3
train_augumented/aug_img_074.png,3
train_augumented/aug_img_045.png,3
train_augumented/aug_img_284.png,3
train_augumented/aug_img_069.png,3
train_augumented/aug_img_163.png,3
train_augumented/aug_img_103.png,3
train_augumented/aug_img_291.png,3
train_augumented/aug_img_299.png,3
train_augumented/aug_img_043.png,3
train_augumented/aug_img_050.png,3
train_augumented/aug_img_116.png,3
train_augumented/aug_img_055.png,3
train_augumented/aug_img_122.png,3
train_augumented/aug_img_249.png,3
train_augumented/aug_img_106.png,0
train_augumented/aug_img_026.png,0
train_augumented/aug_img_137.png,0
train_augumented/aug_img_225.png,0
train_augumented/aug_img_042.png,0
train_augumented/aug_img_235.png,0
train_augumented/aug_img_017.png,2
train_augumented/aug_img_113.png,2
train_augumented/aug_img_030.png,2
train_augumented/aug_img_227.png,2
train_augumented/aug_img_133.png,2
train_augumented/aug_img_124.png,2
train_augumented/img_000.png,1
train_augumented/img_001.png,2
train_augumented/img_002.png,0
train_augumented/img_003.png,0
train_augumented/img_004.png,2
train_augumented/img_005.png,1
train_augumented/img_006.png,2
train_augumented/img_007.png,1
train_augumented/img_008.png,1
train_augumented/img_009.png,1
train_augumented/img_010.png,1
train_augumented/img_011.png,0
train_augumented/img_012.png,2
train_augumented/img_013.png,1
train_augumented/img_014.png,1
train_augumented/img_015.png,0
train_augumented/img_016.png,0
train_augumented/img_017.png,2
train_augumented/img_018.png,0
train_augumented/img_019.png,1
train_augumented/img_020.png,2
train_augumented/img_021.png,0
train_augumented/img_022.png,0
train_augumented/img_023.png,3
train_augumented/img_024.png,2
train_augumented/img_025.png,3
train_augumented/img_026.png,0
train_augumented/img_027.png,2
train_augumented/img_028.png,0
train_augumented/img_029.png,2
train_augumented/img_030.png,2
train_augumented/img_031.png,1
train_augumented/img_032.png,1
train_augumented/img_033.png,2
train_augumented/img_034.png,1
train_augumented/img_035.png,1
train_augumented/img_036.png,0
train_augumented/img_037.png,0
train_augumented/img_038.png,1
train_augumented/img_039.png,2
train_augumented/img_040.png,1
train_augumented/img_041.png,1
train_augumented/img_042.png,0
train_augumented/img_043.png,3
train_augumented/img_044.png,1
train_augumented/img_045.png,3
train_augumented/img_046.png,3
train_augumented/img_047.png,0
train_augumented/img_048.png,3
train_augumented/img_049.png,2
train_augumented/img_050.png,3
train_augumented/img_051.png,3
train_augumented/img_052.png,2
train_augumented/img_053.png,1
train_augumented/img_054.png,3
train_augumented/img_055.png,3
train_augumented/img_056.png,0
train_augumented/img_057.png,0
train_augumented/img_058.png,0
train_augumented/img_059.png,1
train_augumented/img_060.png,0
train_augumented/img_061.png,0
train_augumented/img_062.png,0
train_augumented/img_063.png,2
train_augumented/img_064.png,0
train_augumented/img_065.png,0
train_augumented/img_066.png,2
train_augumented/img_067.png,2
train_augumented/img_068.png,2
train_augumented/img_069.png,3
train_augumented/img_070.png,1
train_augumented/img_071.png,3
train_augumented/img_072.png,1
train_augumented/img_073.png,2
train_augumented/img_074.png,3
train_augumented/img_075.png,0
train_augumented/img_076.png,0
train_augumented/img_077.png,0
train_augumented/img_078.png,2
train_augumented/img_079.png,0
train_augumented/img_080.png,1
train_augumented/img_081.png,0
train_augumented/img_082.png,1
train_augumented/img_083.png,1
train_augumented/img_084.png,2
train_augumented/img_085.png,3
train_augumented/img_086.png,1
train_augumented/img_087.png,0
train_augumented/img_088.png,0
train_augumented/img_089.png,3
train_augumented/img_090.png,0
train_augumented/img_091.png,1
train_augumented/img_092.png,1
train_augumented/img_093.png,2
train_augumented/img_094.png,0
train_augumented/img_095.png,0
train_augumented/img_096.png,3
train_augumented/img_097.png,2
train_augumented/img_098.png,0
train_augumented/img_099.png,2
train_augumented/img_100.png,3
train_augumented/img_101.png,2
train_augumented/img_102.png,2
train_augumented/img_103.png,3
train_augumented/img_104.png,2
train_augumented/img_105.png,2
train_augumented/img_106.png,0
train_augumented/img_107.png,1
train_augumented/img_108.png,0
train_augumented/img_109.png,0
train_augumented/img_110.png,1
train_augumented/img_111.png,1
train_augumented/img_112.png,3
train_augumented/img_113.png,2
train_augumented/img_114.png,1
train_augumented/img_115.png,2
train_augumented/img_116.png,3
train_augumented/img_117.png,0
train_augumented/img_118.png,2
train_augumented/img_119.png,1
train_augumented/img_120.png,1
train_augumented/img_121.png,1
train_augumented/img_122.png,3
train_augumented/img_123.png,3
train_augumented/img_124.png,2
train_augumented/img_125.png,3
train_augumented/img_126.png,0
train_augumented/img_127.png,3
train_augumented/img_128.png,0
train_augumented/img_129.png,0
train_augumented/img_130.png,2
train_augumented/img_131.png,1
train_augumented/img_132.png,2
train_augumented/img_133.png,2
train_augumented/img_134.png,2
train_augumented/img_135.png,2
train_augumented/img_136.png,0
train_augumented/img_137.png,0
train_augumented/img_138.png,0
train_augumented/img_139.png,2
train_augumented/img_140.png,2
train_augumented/img_141.png,1
train_augumented/img_142.png,1
train_augumented/img_143.png,3
train_augumented/img_144.png,0
train_augumented/img_145.png,3
train_augumented/img_146.png,0
train_augumented/img_147.png,1
train_augumented/img_148.png,2
train_augumented/img_149.png,3
train_augumented/img_150.png,0
train_augumented/img_151.png,1
train_augumented/img_152.png,3
train_augumented/img_153.png,1
train_augumented/img_154.png,0
train_augumented/img_155.png,1
train_augumented/img_156.png,1
train_augumented/img_157.png,0
train_augumented/img_158.png,0
train_augumented/img_159.png,0
train_augumented/img_160.png,2
train_augumented/img_161.png,2
train_augumented/img_162.png,1
train_augumented/img_163.png,3
train_augumented/img_164.png,1
train_augumented/img_165.png,0
train_augumented/img_166.png,1
train_augumented/img_167.png,1
train_augumented/img_168.png,2
train_augumented/img_169.png,1
train_augumented/img_170.png,2
train_augumented/img_171.png,2
train_augumented/img_172.png,1
train_augumented/img_173.png,3
train_augumented/img_174.png,0
