file_path,label
gist_features/salt_and_pepper_noise_img_309.png.npy,2
gist_features/gausian_blur_img_309.png.npy,2
gist_features/translated_img_309.png.npy,2
gist_features/eroded_img_309.png.npy,2
gist_features/dilated_img_309.png.npy,2
gist_features/salt_and_pepper_noise_img_308.png.npy,3
gist_features/gausian_blur_img_308.png.npy,3
gist_features/translated_img_308.png.npy,3
gist_features/eroded_img_308.png.npy,3
gist_features/dilated_img_308.png.npy,3
gist_features/salt_and_pepper_noise_img_307.png.npy,1
gist_features/gausian_blur_img_307.png.npy,1
gist_features/translated_img_307.png.npy,1
gist_features/eroded_img_307.png.npy,1
gist_features/dilated_img_307.png.npy,1
gist_features/salt_and_pepper_noise_img_306.png.npy,1
gist_features/gausian_blur_img_306.png.npy,1
gist_features/translated_img_306.png.npy,1
gist_features/eroded_img_306.png.npy,1
gist_features/dilated_img_306.png.npy,1
gist_features/salt_and_pepper_noise_img_305.png.npy,0
gist_features/gausian_blur_img_305.png.npy,0
gist_features/translated_img_305.png.npy,0
gist_features/eroded_img_305.png.npy,0
gist_features/dilated_img_305.png.npy,0
gist_features/salt_and_pepper_noise_img_304.png.npy,3
gist_features/gausian_blur_img_304.png.npy,3
gist_features/translated_img_304.png.npy,3
gist_features/eroded_img_304.png.npy,3
gist_features/dilated_img_304.png.npy,3
gist_features/salt_and_pepper_noise_img_303.png.npy,0
gist_features/gausian_blur_img_303.png.npy,0
gist_features/translated_img_303.png.npy,0
gist_features/eroded_img_303.png.npy,0
gist_features/dilated_img_303.png.npy,0
gist_features/salt_and_pepper_noise_img_302.png.npy,2
gist_features/gausian_blur_img_302.png.npy,2
gist_features/translated_img_302.png.npy,2
gist_features/eroded_img_302.png.npy,2
gist_features/dilated_img_302.png.npy,2
gist_features/salt_and_pepper_noise_img_301.png.npy,2
gist_features/gausian_blur_img_301.png.npy,2
gist_features/translated_img_301.png.npy,2
gist_features/eroded_img_301.png.npy,2
gist_features/dilated_img_301.png.npy,2
gist_features/salt_and_pepper_noise_img_300.png.npy,0
gist_features/gausian_blur_img_300.png.npy,0
gist_features/translated_img_300.png.npy,0
gist_features/eroded_img_300.png.npy,0
gist_features/dilated_img_300.png.npy,0
gist_features/salt_and_pepper_noise_img_299.png.npy,3
gist_features/gausian_blur_img_299.png.npy,3
gist_features/translated_img_299.png.npy,3
gist_features/eroded_img_299.png.npy,3
gist_features/dilated_img_299.png.npy,3
gist_features/salt_and_pepper_noise_img_298.png.npy,1
gist_features/gausian_blur_img_298.png.npy,1
gist_features/translated_img_298.png.npy,1
gist_features/eroded_img_298.png.npy,1
gist_features/dilated_img_298.png.npy,1
gist_features/salt_and_pepper_noise_img_297.png.npy,0
gist_features/gausian_blur_img_297.png.npy,0
gist_features/translated_img_297.png.npy,0
gist_features/eroded_img_297.png.npy,0
gist_features/dilated_img_297.png.npy,0
gist_features/salt_and_pepper_noise_img_296.png.npy,0
gist_features/gausian_blur_img_296.png.npy,0
gist_features/translated_img_296.png.npy,0
gist_features/eroded_img_296.png.npy,0
gist_features/dilated_img_296.png.npy,0
gist_features/salt_and_pepper_noise_img_295.png.npy,0
gist_features/gausian_blur_img_295.png.npy,0
gist_features/translated_img_295.png.npy,0
gist_features/eroded_img_295.png.npy,0
gist_features/dilated_img_295.png.npy,0
gist_features/salt_and_pepper_noise_img_294.png.npy,1
gist_features/gausian_blur_img_294.png.npy,1
gist_features/translated_img_294.png.npy,1
gist_features/eroded_img_294.png.npy,1
gist_features/dilated_img_294.png.npy,1
gist_features/salt_and_pepper_noise_img_293.png.npy,1
gist_features/gausian_blur_img_293.png.npy,1
gist_features/translated_img_293.png.npy,1
gist_features/eroded_img_293.png.npy,1
gist_features/dilated_img_293.png.npy,1
gist_features/salt_and_pepper_noise_img_292.png.npy,1
gist_features/gausian_blur_img_292.png.npy,1
gist_features/translated_img_292.png.npy,1
gist_features/eroded_img_292.png.npy,1
gist_features/dilated_img_292.png.npy,1
gist_features/salt_and_pepper_noise_img_291.png.npy,3
gist_features/gausian_blur_img_291.png.npy,3
gist_features/translated_img_291.png.npy,3
gist_features/eroded_img_291.png.npy,3
gist_features/dilated_img_291.png.npy,3
gist_features/salt_and_pepper_noise_img_290.png.npy,3
gist_features/gausian_blur_img_290.png.npy,3
gist_features/translated_img_290.png.npy,3
gist_features/eroded_img_290.png.npy,3
gist_features/dilated_img_290.png.npy,3
