file_path,label
train_augumented2/salt_and_pepper_noise_img_309.png,2
train_augumented2/gausian_blur_img_309.png,2
train_augumented2/translated_img_309.png,2
train_augumented2/eroded_img_309.png,2
train_augumented2/dilated_img_309.png,2
train_augumented2/salt_and_pepper_noise_img_308.png,3
train_augumented2/gausian_blur_img_308.png,3
train_augumented2/translated_img_308.png,3
train_augumented2/eroded_img_308.png,3
train_augumented2/dilated_img_308.png,3
train_augumented2/salt_and_pepper_noise_img_307.png,1
train_augumented2/gausian_blur_img_307.png,1
train_augumented2/translated_img_307.png,1
train_augumented2/eroded_img_307.png,1
train_augumented2/dilated_img_307.png,1
train_augumented2/salt_and_pepper_noise_img_306.png,1
train_augumented2/gausian_blur_img_306.png,1
train_augumented2/translated_img_306.png,1
train_augumented2/eroded_img_306.png,1
train_augumented2/dilated_img_306.png,1
train_augumented2/salt_and_pepper_noise_img_305.png,0
train_augumented2/gausian_blur_img_305.png,0
train_augumented2/translated_img_305.png,0
train_augumented2/eroded_img_305.png,0
train_augumented2/dilated_img_305.png,0
train_augumented2/salt_and_pepper_noise_img_304.png,3
train_augumented2/gausian_blur_img_304.png,3
train_augumented2/translated_img_304.png,3
train_augumented2/eroded_img_304.png,3
train_augumented2/dilated_img_304.png,3
train_augumented2/salt_and_pepper_noise_img_303.png,0
train_augumented2/gausian_blur_img_303.png,0
train_augumented2/translated_img_303.png,0
train_augumented2/eroded_img_303.png,0
train_augumented2/dilated_img_303.png,0
train_augumented2/salt_and_pepper_noise_img_302.png,2
train_augumented2/gausian_blur_img_302.png,2
train_augumented2/translated_img_302.png,2
train_augumented2/eroded_img_302.png,2
train_augumented2/dilated_img_302.png,2
train_augumented2/salt_and_pepper_noise_img_301.png,2
train_augumented2/gausian_blur_img_301.png,2
train_augumented2/translated_img_301.png,2
train_augumented2/eroded_img_301.png,2
train_augumented2/dilated_img_301.png,2
train_augumented2/salt_and_pepper_noise_img_300.png,0
train_augumented2/gausian_blur_img_300.png,0
train_augumented2/translated_img_300.png,0
train_augumented2/eroded_img_300.png,0
train_augumented2/dilated_img_300.png,0
train_augumented2/salt_and_pepper_noise_img_299.png,3
train_augumented2/gausian_blur_img_299.png,3
train_augumented2/translated_img_299.png,3
train_augumented2/eroded_img_299.png,3
train_augumented2/dilated_img_299.png,3
train_augumented2/salt_and_pepper_noise_img_298.png,1
train_augumented2/gausian_blur_img_298.png,1
train_augumented2/translated_img_298.png,1
train_augumented2/eroded_img_298.png,1
train_augumented2/dilated_img_298.png,1
train_augumented2/salt_and_pepper_noise_img_297.png,0
train_augumented2/gausian_blur_img_297.png,0
train_augumented2/translated_img_297.png,0
train_augumented2/eroded_img_297.png,0
train_augumented2/dilated_img_297.png,0
train_augumented2/salt_and_pepper_noise_img_296.png,0
train_augumented2/gausian_blur_img_296.png,0
train_augumented2/translated_img_296.png,0
train_augumented2/eroded_img_296.png,0
train_augumented2/dilated_img_296.png,0
train_augumented2/salt_and_pepper_noise_img_295.png,0
train_augumented2/gausian_blur_img_295.png,0
train_augumented2/translated_img_295.png,0
train_augumented2/eroded_img_295.png,0
train_augumented2/dilated_img_295.png,0
train_augumented2/salt_and_pepper_noise_img_294.png,1
train_augumented2/gausian_blur_img_294.png,1
train_augumented2/translated_img_294.png,1
train_augumented2/eroded_img_294.png,1
train_augumented2/dilated_img_294.png,1
train_augumented2/salt_and_pepper_noise_img_293.png,1
train_augumented2/gausian_blur_img_293.png,1
train_augumented2/translated_img_293.png,1
train_augumented2/eroded_img_293.png,1
train_augumented2/dilated_img_293.png,1
train_augumented2/salt_and_pepper_noise_img_292.png,1
train_augumented2/gausian_blur_img_292.png,1
train_augumented2/translated_img_292.png,1
train_augumented2/eroded_img_292.png,1
train_augumented2/dilated_img_292.png,1
train_augumented2/salt_and_pepper_noise_img_291.png,3
train_augumented2/gausian_blur_img_291.png,3
train_augumented2/translated_img_291.png,3
train_augumented2/eroded_img_291.png,3
train_augumented2/dilated_img_291.png,3
train_augumented2/salt_and_pepper_noise_img_290.png,3
train_augumented2/gausian_blur_img_290.png,3
train_augumented2/translated_img_290.png,3
train_augumented2/eroded_img_290.png,3
train_augumented2/dilated_img_290.png,3
train_augumented2/salt_and_pepper_noise_img_289.png,3
train_augumented2/gausian_blur_img_289.png,3
train_augumented2/translated_img_289.png,3
train_augumented2/eroded_img_289.png,3
train_augumented2/dilated_img_289.png,3
train_augumented2/salt_and_pepper_noise_img_288.png,1
train_augumented2/gausian_blur_img_288.png,1
train_augumented2/translated_img_288.png,1
train_augumented2/eroded_img_288.png,1
train_augumented2/dilated_img_288.png,1
train_augumented2/salt_and_pepper_noise_img_287.png,2
train_augumented2/gausian_blur_img_287.png,2
train_augumented2/translated_img_287.png,2
train_augumented2/eroded_img_287.png,2
train_augumented2/dilated_img_287.png,2
train_augumented2/salt_and_pepper_noise_img_286.png,1
train_augumented2/gausian_blur_img_286.png,1
train_augumented2/translated_img_286.png,1
train_augumented2/eroded_img_286.png,1
train_augumented2/dilated_img_286.png,1
train_augumented2/salt_and_pepper_noise_img_285.png,0
train_augumented2/gausian_blur_img_285.png,0
train_augumented2/translated_img_285.png,0
train_augumented2/eroded_img_285.png,0
train_augumented2/dilated_img_285.png,0
train_augumented2/salt_and_pepper_noise_img_284.png,3
train_augumented2/gausian_blur_img_284.png,3
train_augumented2/translated_img_284.png,3
train_augumented2/eroded_img_284.png,3
train_augumented2/dilated_img_284.png,3
train_augumented2/salt_and_pepper_noise_img_283.png,2
train_augumented2/gausian_blur_img_283.png,2
train_augumented2/translated_img_283.png,2
train_augumented2/eroded_img_283.png,2
train_augumented2/dilated_img_283.png,2
train_augumented2/salt_and_pepper_noise_img_282.png,2
train_augumented2/gausian_blur_img_282.png,2
train_augumented2/translated_img_282.png,2
train_augumented2/eroded_img_282.png,2
train_augumented2/dilated_img_282.png,2
train_augumented2/salt_and_pepper_noise_img_281.png,1
train_augumented2/gausian_blur_img_281.png,1
train_augumented2/translated_img_281.png,1
train_augumented2/eroded_img_281.png,1
train_augumented2/dilated_img_281.png,1
train_augumented2/salt_and_pepper_noise_img_280.png,2
train_augumented2/gausian_blur_img_280.png,2
train_augumented2/translated_img_280.png,2
train_augumented2/eroded_img_280.png,2
train_augumented2/dilated_img_280.png,2
train_augumented2/salt_and_pepper_noise_img_279.png,2
train_augumented2/gausian_blur_img_279.png,2
train_augumented2/translated_img_279.png,2
train_augumented2/eroded_img_279.png,2
train_augumented2/dilated_img_279.png,2
train_augumented2/salt_and_pepper_noise_img_278.png,1
train_augumented2/gausian_blur_img_278.png,1
train_augumented2/translated_img_278.png,1
train_augumented2/eroded_img_278.png,1
train_augumented2/dilated_img_278.png,1
train_augumented2/salt_and_pepper_noise_img_277.png,1
train_augumented2/gausian_blur_img_277.png,1
train_augumented2/translated_img_277.png,1
train_augumented2/eroded_img_277.png,1
train_augumented2/dilated_img_277.png,1
train_augumented2/salt_and_pepper_noise_img_276.png,1
train_augumented2/gausian_blur_img_276.png,1
train_augumented2/translated_img_276.png,1
train_augumented2/eroded_img_276.png,1
train_augumented2/dilated_img_276.png,1
train_augumented2/salt_and_pepper_noise_img_275.png,1
train_augumented2/gausian_blur_img_275.png,1
train_augumented2/translated_img_275.png,1
train_augumented2/eroded_img_275.png,1
train_augumented2/dilated_img_275.png,1
train_augumented2/salt_and_pepper_noise_img_274.png,2
train_augumented2/gausian_blur_img_274.png,2
train_augumented2/translated_img_274.png,2
train_augumented2/eroded_img_274.png,2
train_augumented2/dilated_img_274.png,2
train_augumented2/salt_and_pepper_noise_img_273.png,2
train_augumented2/gausian_blur_img_273.png,2
train_augumented2/translated_img_273.png,2
train_augumented2/eroded_img_273.png,2
train_augumented2/dilated_img_273.png,2
train_augumented2/salt_and_pepper_noise_img_272.png,0
train_augumented2/gausian_blur_img_272.png,0
train_augumented2/translated_img_272.png,0
train_augumented2/eroded_img_272.png,0
train_augumented2/dilated_img_272.png,0
train_augumented2/salt_and_pepper_noise_img_271.png,1
train_augumented2/gausian_blur_img_271.png,1
train_augumented2/translated_img_271.png,1
train_augumented2/eroded_img_271.png,1
train_augumented2/dilated_img_271.png,1
train_augumented2/salt_and_pepper_noise_img_270.png,1
train_augumented2/gausian_blur_img_270.png,1
train_augumented2/translated_img_270.png,1
train_augumented2/eroded_img_270.png,1
train_augumented2/dilated_img_270.png,1
train_augumented2/salt_and_pepper_noise_img_269.png,2
train_augumented2/gausian_blur_img_269.png,2
train_augumented2/translated_img_269.png,2
train_augumented2/eroded_img_269.png,2
train_augumented2/dilated_img_269.png,2
train_augumented2/salt_and_pepper_noise_img_268.png,0
train_augumented2/gausian_blur_img_268.png,0
train_augumented2/translated_img_268.png,0
train_augumented2/eroded_img_268.png,0
train_augumented2/dilated_img_268.png,0
train_augumented2/salt_and_pepper_noise_img_267.png,3
train_augumented2/gausian_blur_img_267.png,3
train_augumented2/translated_img_267.png,3
train_augumented2/eroded_img_267.png,3
train_augumented2/dilated_img_267.png,3
train_augumented2/salt_and_pepper_noise_img_266.png,2
train_augumented2/gausian_blur_img_266.png,2
train_augumented2/translated_img_266.png,2
train_augumented2/eroded_img_266.png,2
train_augumented2/dilated_img_266.png,2
train_augumented2/salt_and_pepper_noise_img_265.png,1
train_augumented2/gausian_blur_img_265.png,1
train_augumented2/translated_img_265.png,1
train_augumented2/eroded_img_265.png,1
train_augumented2/dilated_img_265.png,1
train_augumented2/salt_and_pepper_noise_img_264.png,1
